id,text,created_at,lang
1529700037466652672, PARK  JONGSEONG  IN  HYBE  SHIRT  SUPREMACY ,2022-05-26 05:44:44+00:00,en
1529699906465583105,HYBE to media  lets make public forget about garamOUT   ,2022-05-26 05:44:12+00:00,en
1529699889642295297, wdym hybe has done nothing They been protecting her yall been mad about it Being nasty mfs making speculationsbetting o…,2022-05-26 05:44:08+00:00,en
1529699880931069952,dailynaver I’m sure these ladies are popular already why the hell Hybe bothered to cheat over a music show trophy ,2022-05-26 05:44:06+00:00,en
1529699880335122432,jkkv I wish hybe breaks down into million pieces,2022-05-26 05:44:06+00:00,en
1529699857174102017, I hate HYBE   release a statement and sue these brainless avocados   people using my baby for clout i want to ,2022-05-26 05:44:01+00:00,en
1529699829206556674, Find me a grp who doesnt get hated over stan twt At least gp is not giving a fck over dat scandal seeing how their son…,2022-05-26 05:43:54+00:00,en
1529699776262197249, A school colleague reveal that Kim Garam made fun of her mothers disability  Hybe going to the school just to shut the stud…,2022-05-26 05:43:41+00:00,en
1529699749867032576, LE SSERAFIM PEARLESS MV TEASER     YouTube  HYBE LABELS  LESSERAFIM  SAKURAISFEARLESS  …,2022-05-26 05:43:35+00:00,en
1529699729705254912,People in the quotes who still think dating is a scandal are the first real problem And those who are salivating for a statement then if hybe says its true or false how will that help u in life I dont even get why companies have to make statements about dating at all ,2022-05-26 05:43:30+00:00,en
1529699391996538880, WTS LFB PH WW  Enhypen Jay amp Niki PC Pk prio payo Can do reservation  dp — will send condi to sure buyer only  …,2022-05-26 05:42:10+00:00,en
1529699387517161475,Not just them all Hybe groups I like except maybe TXT Im not sure am and amam are not the same thing,2022-05-26 05:42:09+00:00,en
1529699359725563905, NEW GIVEAWAY with Jungkook  FILA x DYNAMITE Ph  HYBE INSIGHT Ph  KOOKY hair tie BTSProof BTS BTSJUNGKOOK…,2022-05-26 05:42:02+00:00,en
1529699344274063362, Is this trueeee Jennie and taehyung together Hybe can you just please address everything HYBEOFFICIALtwt  https…,2022-05-26 05:41:58+00:00,en
1529699246433218560,sisterjisoo Girlie must know some nasty thing  about hybe idk thats why they protecting ha,2022-05-26 05:41:35+00:00,en
1529699183401177088,hypebuy pc hybe insight sunghoon drop wangdom,2022-05-26 05:41:20+00:00,en
1529700405709459456,lesserafim dont cover garam case  garamOUT garamBULLY,2022-05-26 05:46:11+00:00,en
1529700270736818176, What made you a LESSERRAFIM fan  Look them up   YUNJIN  GARAM  SAKURA  KAZUHA  EUNCHAE  CHAEWON   lesserafim IML…,2022-05-26 05:45:39+00:00,en
1529700172615192576, 플리캠 LE SSERAFIM Behind Photo  KROUND 크라운드 LESSERAFIM 르세라핌 lesserafim   …,2022-05-26 05:45:16+00:00,en
1529700102960390144, lesserafims FEARLESS debuts at  on the global Spotify Viral  chart the top new entry,2022-05-26 05:44:59+00:00,en
