id,text,created_at,lang
1529717928974688257,투바투 목요일의 아이 포카 양도  수빈 포카범규 렌티 일괄 구성 •택미포 가격 •급처라 싸게 처분해요  txt 수빈 연준 범규 태현 휴닝카이 포카 헤이트 엔드 메스 티어 신나라 사웨 파스테 엠투유 럭드 미공포 위버스특전 hate mess end 처분 판매 교환 bts 방탄 르세라핌 ,2022-05-26 06:55:49+00:00,ko
1529717887250083841,ㅤㅤㅤ 르세라핌 사쿠라 LILY BROWN  봄 화보 사진  ☛    ☚,2022-05-26 06:55:39+00:00,ko
1529717676519608320,  안방열 직캠K 르세라핌 사쿠라 FEARLESS LE SSERAFIM SAKURA FanCam│SBS Inkigayo      사쿠…,2022-05-26 06:54:49+00:00,ko
1529717373674016768,아이즈원 포카 양도합니다 구매 원하시면 디엠주세요  아이브 유진 일레븐 러브 다이브 아이즈원 민주 하늘위로 환상동화 파노라마 여돌 권은비 은비 사쿠라 르세라핌 김채원 강혜원 최예나 이채연 김민주 나코 히토미 안유진 장원영 효정 오마이걸 폴라 최리 이달소 why not 던던댄스 조유리 ,2022-05-26 06:53:37+00:00,ko
1529717356108333056,  완판 시 추첨 덕자  드림 엔시티 정우 제노 포카 양도  모든 인증가능 덤 많이 드려용  sell eng 급처 키링 럭드 에스파 레드벨벳 르세라핌 아이브 더보이즈 스키즈 엔하이픈 투바투 콜북…,2022-05-26 06:53:33+00:00,ko
1529716863324024833, 산리오 더키월드 코스튬 시나모롤 마이멜로디 포카 홀더 각 에 양도 합니다  포카 앨범 교환 미공포 분철 엑소 방탄 엔시티 드림  투바투 레드벨벳 스키즈 에스파 있지 세븐틴 트와이스 블랙핑크 sf 더보…,2022-05-26 06:51:35+00:00,ko
1529716817702182913,스압 르세라핌 김가람 옹호하다 영혼까지 털린 디씨인 ,2022-05-26 06:51:24+00:00,ko
1529716809414238208,세븐틴 위버스 폼림 뮤뱅 공방 대리 합니다   차만 가능  차마감 실패 시 전액 환불해드립니다  수고비 부터 제시  폼림 경력 마음함확인  위버스 폼림 대리 대리폼림 르세라핌 세븐틴,2022-05-26 06:51:22+00:00,ko
1529716265824456704,르세라핌 김가람 학폭논란에 결국 인체제,2022-05-26 06:49:13+00:00,ko
1529716241077706752,산리오 더키월드 코스튬 시나모롤 마이멜로디 포카 홀더 각 에 양도 합니다  포카 앨범 교환 미공포 분철 엑소 방탄 엔시티 드림  투바투 레드벨벳 스키즈 에스파 있지 세븐틴 트와이스 블랙핑크 sf 더보이즈 호피폴라 에이티즈 몬스타엑스 스테이씨 산리오 아이브 엔하이픈 르세라핌 ,2022-05-26 06:49:07+00:00,ko
1529716128913559552,르세라핌 김가람 학폭 사건 논란 총정리 해보니충격적인 과거나이,2022-05-26 06:48:40+00:00,ko
1529716052094922752,카드뉴스르세라핌 김가람 학폭논란에 결국 인체제,2022-05-26 06:48:22+00:00,ko
1529716016388788224,스압 르세라핌 김가람 옹호하다 영혼까지 털린 디씨인,2022-05-26 06:48:13+00:00,ko
1529716002329890817,헐 그런가 평론가들이 엄청 극찬했구나 몰랐네 나도 르세라핌 기대기대ㅋㅋ 근데 난 들이닥치다라고 이소설이 더 기대되는듯 왜냐하면 여긴 비엘하는계정이니까 시발 안꺼져,2022-05-26 06:48:10+00:00,ko
1529714592381009920, 관심과 구설 모두 안은 르세라핌SS이슈  또 다른 가요 관계자는 “물론 당사자는 사실무근을 주장하고 있지만 아이돌 그룹에게 치명타인 학폭 이슈가 제기된 사실만으로도 하이브와 르세라핌은 부담을 안게 됐다” http…,2022-05-26 06:42:34+00:00,ko
1529713961054052354, Simply KPop CONTOUR LE SSERAFIM 르세라핌  FEARLESS 피어리스  Ep  via YouTube …,2022-05-26 06:40:03+00:00,ko
1529712620068294656,르세라핌 팬덤명  운제생겨요 ,2022-05-26 06:34:43+00:00,ko
